"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","Ford MONDEO","2016",327,124181,107437,6,308,19
"2020","Ford MONDEO","2017",1192,83556,70790,3,1159,33
"2020","Ford MUSTANG","Years in total",895,125114,112852,13,783,112
"2020","Ford MUSTANG","2002",.,.,.,.,.,.
"2020","Ford MUSTANG","2003",.,.,.,.,.,.
"2020","Ford MUSTANG","2004",.,.,.,.,.,.
"2020","Ford MUSTANG","2005",216,147810,139000,14,185,31
"2020","Ford MUSTANG","2006",222,148375,136270,14,192,30
"2020","Ford MUSTANG","2007",148,131984,114000,14,128,20
"2020","Ford MUSTANG","2008",.,.,.,.,.,.
"2020","Ford MUSTANG","2009",.,.,.,.,.,.
"2020","Ford MUSTANG","2010",.,.,.,.,.,.
"2020","Ford MUSTANG","2011",.,.,.,.,.,.
"2020","Ford MUSTANG","2012",.,.,.,.,.,.
"2020","Ford MUSTANG","2014",.,.,.,.,.,.
"2020","Ford MUSTANG","2013",.,.,.,.,.,.
"2020","Ford MUSTANG","2015",.,.,.,.,.,.
"2020","Ford MUSTANG","2016",.,.,.,.,.,.
"2020","Ford MUSTANG","2017",.,.,.,.,.,.
"2020","Ford S-MAX","Years in total",3379,234935,232469,26,2511,868
"2020","Ford S-MAX","2002",.,.,.,.,.,.
"2020","Ford S-MAX","2003",.,.,.,.,.,.
"2020","Ford S-MAX","2004",.,.,.,.,.,.
"2020","Ford S-MAX","2005",.,.,.,.,.,.
"2020","Ford S-MAX","2006",449,268159,258715,32,306,143
"2020","Ford S-MAX","2007",589,259718,255012,30,415,174
"2020","Ford S-MAX","2008",435,269663,265162,33,292,143
"2020","Ford S-MAX","2009",343,259457,256139,27,252,91
"2020","Ford S-MAX","2010",519,243239,232580,28,376,143
"2020","Ford S-MAX","2011",294,225396,217240,24,224,70
"2020","Ford S-MAX","2012",157,217387,198499,21,124,33
"2020","Ford S-MAX","2014",.,.,.,.,.,.
"2020","Ford S-MAX","2013",137,198329,184304,22,107,30
"2020","Ford S-MAX","2015",160,132622,123533,6,151,9
"2020","Ford S-MAX","2016",.,.,.,.,.,.
"2020","Ford S-MAX","2017",177,89021,79796,6,167,10
"2020","Ford TOURNEO CONNECT","Years in total",1008,183091,166419,18,828,180
"2020","Ford TOURNEO CONNECT","2002",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2003",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2004",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2005",102,211914,197563,40,61,41
"2020","Ford TOURNEO CONNECT","2006",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2007",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2008",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2009",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2010",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2011",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2012",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2014",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2013",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2015",186,130838,111309,9,169,17
"2020","Ford TOURNEO CONNECT","2016",.,.,.,.,.,.
"2020","Ford TOURNEO CONNECT","2017",218,106263,82529,6,205,13
"2020","Ford TRANSIT","Years in total",1018,312307,298392,29,721,297
"2020","Ford TRANSIT","2002",.,.,.,.,.,.
"2020","Ford TRANSIT","2003",.,.,.,.,.,.
"2020","Ford TRANSIT","2004",.,.,.,.,.,.
"2020","Ford TRANSIT","2005",.,.,.,.,.,.
"2020","Ford TRANSIT","2006",.,.,.,.,.,.
"2020","Ford TRANSIT","2007",.,.,.,.,.,.
"2020","Ford TRANSIT","2008",.,.,.,.,.,.
"2020","Ford TRANSIT","2009",.,.,.,.,.,.
"2020","Ford TRANSIT","2010",105,286696,270690,36,67,38
"2020","Ford TRANSIT","2011",.,.,.,.,.,.
"2020","Ford TRANSIT","2012",.,.,.,.,.,.
"2020","Ford TRANSIT","2014",.,.,.,.,.,.
"2020","Ford TRANSIT","2013",.,.,.,.,.,.
"2020","Ford TRANSIT","2015",109,295178,299335,10,98,11
"2020","Ford TRANSIT","2016",.,.,.,.,.,.
"2020","Ford TRANSIT","2017",113,194727,215155,9,103,10
"2020","Honda - Models in total","Years in total",40723,188843,182511,16,34405,6318
"2020","Honda - Models in total","2002",.,.,.,.,.,.
"2020","Honda - Models in total","2003",.,.,.,.,.,.
"2020","Honda - Models in total","2004",.,.,.,.,.,.
"2020","Honda - Models in total","2005",4482,237461,232452,24,3389,1093
"2020","Honda - Models in total","2006",5525,241916,231332,25,4133,1392
"2020","Honda - Models in total","2007",6794,220838,212168,21,5392,1402
"2020","Honda - Models in total","2008",6343,210303,200953,17,5242,1101
"2020","Honda - Models in total","2009",4251,193913,182698,13,3704,547
"2020","Honda - Models in total","2010",3357,170806,160712,11,3001,356
"2020","Honda - Models in total","2011",1820,152812,143546,9,1657,163
"2020","Honda - Models in total","2012",1670,131709,122627,5,1580,90
"2020","Honda - Models in total","2014",556,114913,108241,3,537,19
"2020","Honda - Models in total","2013",1547,118450,111352,4,1479,68
"2020","Honda - Models in total","2015",2197,87620,81481,2,2144,53
"2020","Honda - Models in total","2016",574,71701,68443,1,568,6
"2020","Honda - Models in total","2017",1607,49437,44684,2,1579,28
"2020","Honda ACCORD","Years in total",7823,238864,231375,25,5878,1945
"2020","Honda ACCORD","2002",.,.,.,.,.,.
"2020","Honda ACCORD","2003",.,.,.,.,.,.
"2020","Honda ACCORD","2004",.,.,.,.,.,.
"2020","Honda ACCORD","2005",1050,253565,254578,31,726,324
"2020","Honda ACCORD","2006",1775,274395,258786,32,1206,569
"2020","Honda ACCORD","2007",1395,254427,245665,30,974,421
"2020","Honda ACCORD","2008",1383,228246,219412,22,1073,310
"2020","Honda ACCORD","2009",870,230924,222608,19,702,168
"2020","Honda ACCORD","2010",608,203432,197413,15,517,91
"2020","Honda ACCORD","2011",414,176222,170272,8,382,32
"2020","Honda ACCORD","2012",182,161357,157041,12,161,21
"2020","Honda ACCORD","2014",.,.,.,.,.,.
"2020","Honda ACCORD","2013",.,.,.,.,.,.
"2020","Honda ACCORD","2015",.,.,.,.,.,.
"2020","Honda ACCORD","2016",.,.,.,.,.,.
"2020","Honda ACCORD","2017",.,.,.,.,.,.
"2020","Honda CIVIC","Years in total",11427,149156,144673,14,9862,1565
"2020","Honda CIVIC","2002",.,.,.,.,.,.
"2020","Honda CIVIC","2003",.,.,.,.,.,.
"2020","Honda CIVIC","2004",.,.,.,.,.,.
"2020","Honda CIVIC","2005",726,194849,191164,20,580,146
"2020","Honda CIVIC","2006",1546,204326,199110,22,1213,333
"2020","Honda CIVIC","2007",1989,179905,177453,19,1615,374
"2020","Honda CIVIC","2008",1938,169862,166727,17,1605,333
"2020","Honda CIVIC","2009",885,153056,146021,13,767,118
"2020","Honda CIVIC","2010",808,131394,128008,12,709,99
"2020","Honda CIVIC","2011",391,120452,114460,13,339,52
"2020","Honda CIVIC","2012",638,109295,104140,4,610,28
"2020","Honda CIVIC","2014",224,108047,97868,5,212,12
"2020","Honda CIVIC","2013",521,101701,92642,5,496,25
"2020","Honda CIVIC","2015",1072,82084,77466,3,1042,30
"2020","Honda CIVIC","2016",204,66785,64133,1,201,3
"2020","Honda CIVIC","2017",485,47548,42522,2,473,12
"2020","Honda CR-V","Years in total",15498,210480,206049,13,13546,1952
"2020","Honda CR-V","2002",.,.,.,.,.,.
"2020","Honda CR-V","2003",.,.,.,.,.,.
"2020","Honda CR-V","2004",.,.,.,.,.,.
"2020","Honda CR-V","2005",1688,261681,252295,21,1337,351
"2020","Honda CR-V","2006",1549,264902,255745,21,1228,321
"2020","Honda CR-V","2007",2873,240302,231592,18,2362,511
"2020","Honda CR-V","2008",2455,244013,237223,15,2098,357
"2020","Honda CR-V","2009",1599,225419,220035,10,1434,165
"2020","Honda CR-V","2010",1328,199107,191081,8,1223,105
"2020","Honda CR-V","2011",631,181973,175556,8,581,50
"2020","Honda CR-V","2012",655,155498,149387,4,629,26
"2020","Honda CR-V","2014",267,130136,123006,2,262,5
"2020","Honda CR-V","2013",827,131647,124883,4,795,32
"2020","Honda CR-V","2015",916,96461,90647,2,899,17
"2020","Honda CR-V","2016",200,81851,78269,1,198,2
"2020","Honda CR-V","2017",510,60827,58378,2,500,10
"2020","Honda CR-Z","Years in total",.,.,.,.,.,.
"2020","Honda CR-Z","2002",.,.,.,.,.,.
"2020","Honda CR-Z","2003",.,.,.,.,.,.
"2020","Honda CR-Z","2004",.,.,.,.,.,.
"2020","Honda CR-Z","2005",.,.,.,.,.,.
"2020","Honda CR-Z","2006",.,.,.,.,.,.
"2020","Honda CR-Z","2007",.,.,.,.,.,.
"2020","Honda CR-Z","2008",.,.,.,.,.,.
"2020","Honda CR-Z","2009",.,.,.,.,.,.
"2020","Honda CR-Z","2010",.,.,.,.,.,.
"2020","Honda CR-Z","2011",.,.,.,.,.,.
"2020","Honda CR-Z","2012",.,.,.,.,.,.
"2020","Honda CR-Z","2014",.,.,.,.,.,.
"2020","Honda CR-Z","2013",.,.,.,.,.,.
"2020","Honda CR-Z","2015",.,.,.,.,.,.
"2020","Honda CR-Z","2016",.,.,.,.,.,.
"2020","Honda CR-Z","2017",.,.,.,.,.,.
"2020","Honda FR-V","Years in total",1002,238192,233365,28,723,279
"2020","Honda FR-V","2002",.,.,.,.,.,.
"2020","Honda FR-V","2003",.,.,.,.,.,.
"2020","Honda FR-V","2004",.,.,.,.,.,.
"2020","Honda FR-V","2005",313,266241,260415,33,209,104
"2020","Honda FR-V","2006",200,248798,248870,34,132,68
"2020","Honda FR-V","2007",239,223780,221196,21,189,50
"2020","Honda FR-V","2008",185,212509,209364,22,144,41
"2020","Honda FR-V","2009",.,.,.,.,.,.
"2020","Honda FR-V","2010",.,.,.,.,.,.
"2020","Honda FR-V","2011",.,.,.,.,.,.
"2020","Honda FR-V","2012",.,.,.,.,.,.
"2020","Honda FR-V","2014",.,.,.,.,.,.
"2020","Honda FR-V","2013",.,.,.,.,.,.
"2020","Honda FR-V","2015",.,.,.,.,.,.
"2020","Honda FR-V","2016",.,.,.,.,.,.
"2020","Honda FR-V","2017",.,.,.,.,.,.
"2020","Honda HR-V","Years in total",871,96561,65624,6,815,56
"2020","Honda HR-V","2002",.,.,.,.,.,.
"2020","Honda HR-V","2003",.,.,.,.,.,.
"2020","Honda HR-V","2004",.,.,.,.,.,.
"2020","Honda HR-V","2005",209,207004,203202,21,166,43
"2020","Honda HR-V","2006",.,.,.,.,.,.
"2020","Honda HR-V","2007",.,.,.,.,.,.
"2020","Honda HR-V","2008",.,.,.,.,.,.
"2020","Honda HR-V","2009",.,.,.,.,.,.
"2020","Honda HR-V","2010",.,.,.,.,.,.
"2020","Honda HR-V","2011",.,.,.,.,.,.
"2020","Honda HR-V","2012",.,.,.,.,.,.
"2020","Honda HR-V","2014",.,.,.,.,.,.
"2020","Honda HR-V","2013",.,.,.,.,.,.
"2020","Honda HR-V","2015",113,83106,79147,3,110,3
"2020","Honda HR-V","2016",108,74427,69047,1,107,1
"2020","Honda HR-V","2017",413,43379,39168,0,411,2
"2020","Honda INSIGHT","Years in total",531,146742,143221,10,477,54
"2020","Honda INSIGHT","2002",.,.,.,.,.,.
"2020","Honda INSIGHT","2003",.,.,.,.,.,.
"2020","Honda INSIGHT","2004",.,.,.,.,.,.
"2020","Honda INSIGHT","2005",.,.,.,.,.,.
"2020","Honda INSIGHT","2006",.,.,.,.,.,.
"2020","Honda INSIGHT","2007",.,.,.,.,.,.
"2020","Honda INSIGHT","2008",.,.,.,.,.,.
"2020","Honda INSIGHT","2009",197,151394,146531,10,177,20
"2020","Honda INSIGHT","2010",221,150886,146813,11,196,25
"2020","Honda INSIGHT","2011",.,.,.,.,.,.
"2020","Honda INSIGHT","2012",.,.,.,.,.,.
"2020","Honda INSIGHT","2014",.,.,.,.,.,.
"2020","Honda INSIGHT","2013",.,.,.,.,.,.
"2020","Honda INSIGHT","2015",.,.,.,.,.,.
"2020","Honda INSIGHT","2016",.,.,.,.,.,.
"2020","Honda INSIGHT","2017",.,.,.,.,.,.
"2020","Honda JAZZ","Years in total",3349,125853,120001,13,2909,440
"2020","Honda JAZZ","2002",.,.,.,.,.,.
"2020","Honda JAZZ","2003",.,.,.,.,.,.
"2020","Honda JAZZ","2004",.,.,.,.,.,.
"2020","Honda JAZZ","2005",474,177423,177405,26,351,123
"2020","Honda JAZZ","2006",388,159021,158109,23,298,90
"2020","Honda JAZZ","2007",266,144467,142709,16,224,42
"2020","Honda JAZZ","2008",365,132716,129224,16,307,58
"2020","Honda JAZZ","2009",625,133217,126084,9,566,59
"2020","Honda JAZZ","2010",320,113616,109953,8,296,24
"2020","Honda JAZZ","2011",293,104531,101022,8,271,22
"2020","Honda JAZZ","2012",156,91637,84562,7,145,11
"2020","Honda JAZZ","2014",.,.,.,.,.,.
"2020","Honda JAZZ","2013",.,.,.,.,.,.
"2020","Honda JAZZ","2015",.,.,.,.,.,.
"2020","Honda JAZZ","2016",.,.,.,.,.,.
"2020","Honda JAZZ","2017",199,37341,34319,2,195,4
"2020","Honda STREAM","Years in total",.,.,.,.,.,.
"2020","Honda STREAM","2002",.,.,.,.,.,.
"2020","Honda STREAM","2003",.,.,.,.,.,.
"2020","Honda STREAM","2004",.,.,.,.,.,.
"2020","Honda STREAM","2005",.,.,.,.,.,.
"2020","Honda STREAM","2006",.,.,.,.,.,.
"2020","Honda STREAM","2007",.,.,.,.,.,.
"2020","Honda STREAM","2008",.,.,.,.,.,.
"2020","Honda STREAM","2009",.,.,.,.,.,.
"2020","Honda STREAM","2010",.,.,.,.,.,.
"2020","Honda STREAM","2011",.,.,.,.,.,.
"2020","Honda STREAM","2012",.,.,.,.,.,.
"2020","Honda STREAM","2014",.,.,.,.,.,.
"2020","Honda STREAM","2013",.,.,.,.,.,.
"2020","Honda STREAM","2015",.,.,.,.,.,.
"2020","Honda STREAM","2016",.,.,.,.,.,.
"2020","Honda STREAM","2017",.,.,.,.,.,.
"2020","Hyundai - Models in total","Years in total",27429,141618,126625,20,21907,5522
"2020","Hyundai - Models in total","2002",.,.,.,.,.,.
"2020","Hyundai - Models in total","2003",.,.,.,.,.,.
"2020","Hyundai - Models in total","2004",.,.,.,.,.,.
"2020","Hyundai - Models in total","2005",2197,198344,192413,32,1495,702
"2020","Hyundai - Models in total","2006",2550,191441,180315,27,1852,698
"2020","Hyundai - Models in total","2007",2532,175962,160136,23,1947,585
"2020","Hyundai - Models in total","2008",2764,183295,169222,28,1994,770
"2020","Hyundai - Models in total","2009",1922,169063,155250,23,1487,435
"2020","Hyundai - Models in total","2010",2867,149455,138803,22,2242,625
"2020","Hyundai - Models in total","2011",2605,139063,128423,23,2015,590
"2020","Hyundai - Models in total","2012",2417,128191,119403,21,1901,516
"2020","Hyundai - Models in total","2014",382,105626,90762,15,325,57
"2020","Hyundai - Models in total","2013",1895,107716,99793,17,1567,328
"2020","Hyundai - Models in total","2015",2370,78111,70661,6,2233,137
"2020","Hyundai - Models in total","2016",404,78329,68302,7,377,27
"2020","Hyundai - Models in total","2017",2524,48126,42573,2,2472,52
"2020","Hyundai ACCENT","Years in total",363,149942,142450,27,266,97
"2020","Hyundai ACCENT","2002",.,.,.,.,.,.
"2020","Hyundai ACCENT","2003",.,.,.,.,.,.
"2020","Hyundai ACCENT","2004",.,.,.,.,.,.
"2020","Hyundai ACCENT","2005",.,.,.,.,.,.
"2020","Hyundai ACCENT","2006",.,.,.,.,.,.
"2020","Hyundai ACCENT","2007",102,158360,137188,25,77,25
"2020","Hyundai ACCENT","2008",.,.,.,.,.,.
"2020","Hyundai ACCENT","2009",.,.,.,.,.,.
"2020","Hyundai ACCENT","2010",.,.,.,.,.,.
"2020","Hyundai ACCENT","2011",.,.,.,.,.,.
"2020","Hyundai ACCENT","2012",.,.,.,.,.,.
"2020","Hyundai ACCENT","2014",.,.,.,.,.,.
"2020","Hyundai ACCENT","2013",.,.,.,.,.,.
"2020","Hyundai ACCENT","2015",.,.,.,.,.,.
"2020","Hyundai ACCENT","2016",.,.,.,.,.,.
"2020","Hyundai ACCENT","2017",.,.,.,.,.,.
"2020","Hyundai COUPE","Years in total",234,162624,158686,26,174,60
"2020","Hyundai COUPE","2002",.,.,.,.,.,.
"2020","Hyundai COUPE","2003",.,.,.,.,.,.
"2020","Hyundai COUPE","2004",.,.,.,.,.,.
"2020","Hyundai COUPE","2005",.,.,.,.,.,.
"2020","Hyundai COUPE","2006",.,.,.,.,.,.
"2020","Hyundai COUPE","2007",.,.,.,.,.,.
"2020","Hyundai COUPE","2008",.,.,.,.,.,.
"2020","Hyundai COUPE","2009",.,.,.,.,.,.
"2020","Hyundai COUPE","2010",.,.,.,.,.,.
"2020","Hyundai COUPE","2011",.,.,.,.,.,.
"2020","Hyundai COUPE","2012",.,.,.,.,.,.
"2020","Hyundai COUPE","2014",.,.,.,.,.,.
"2020","Hyundai COUPE","2013",.,.,.,.,.,.
"2020","Hyundai COUPE","2015",.,.,.,.,.,.
"2020","Hyundai COUPE","2016",.,.,.,.,.,.
"2020","Hyundai COUPE","2017",.,.,.,.,.,.
"2020","Hyundai ELANTRA","Years in total",226,193855,193303,33,151,75
"2020","Hyundai ELANTRA","2002",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2003",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2004",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2005",127,196318,192953,35,83,44
"2020","Hyundai ELANTRA","2006",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2007",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2008",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2009",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2010",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2011",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2012",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2014",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2013",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2015",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2016",.,.,.,.,.,.
"2020","Hyundai ELANTRA","2017",.,.,.,.,.,.
"2020","Hyundai GETZ","Years in total",4274,141888,133698,17,3533,741
"2020","Hyundai GETZ","2002",.,.,.,.,.,.
"2020","Hyundai GETZ","2003",.,.,.,.,.,.
"2020","Hyundai GETZ","2004",.,.,.,.,.,.
"2020","Hyundai GETZ","2005",756,152554,150052,22,591,165
"2020","Hyundai GETZ","2006",1143,148862,140509,18,936,207
"2020","Hyundai GETZ","2007",1242,138020,128960,14,1071,171
"2020","Hyundai GETZ","2008",989,129283,121847,17,816,173
"2020","Hyundai GETZ","2009",141,151527,138307,17,117,24
"2020","Hyundai GETZ","2010",.,.,.,.,.,.
"2020","Hyundai GETZ","2011",.,.,.,.,.,.
"2020","Hyundai GETZ","2012",.,.,.,.,.,.
"2020","Hyundai GETZ","2014",.,.,.,.,.,.
"2020","Hyundai GETZ","2013",.,.,.,.,.,.
"2020","Hyundai GETZ","2015",.,.,.,.,.,.
"2020","Hyundai GETZ","2016",.,.,.,.,.,.
"2020","Hyundai GETZ","2017",.,.,.,.,.,.
"2020","Hyundai H-1","Years in total",127,238491,228942,33,85,42
"2020","Hyundai H-1","2002",.,.,.,.,.,.
"2020","Hyundai H-1","2003",.,.,.,.,.,.
"2020","Hyundai H-1","2004",.,.,.,.,.,.
"2020","Hyundai H-1","2005",.,.,.,.,.,.
"2020","Hyundai H-1","2006",.,.,.,.,.,.
"2020","Hyundai H-1","2007",.,.,.,.,.,.
"2020","Hyundai H-1","2008",.,.,.,.,.,.
"2020","Hyundai H-1","2009",.,.,.,.,.,.
"2020","Hyundai H-1","2010",.,.,.,.,.,.
"2020","Hyundai H-1","2011",.,.,.,.,.,.
"2020","Hyundai H-1","2012",.,.,.,.,.,.
"2020","Hyundai H-1","2014",.,.,.,.,.,.
"2020","Hyundai H-1","2013",.,.,.,.,.,.
"2020","Hyundai H-1","2015",.,.,.,.,.,.
"2020","Hyundai H-1","2016",.,.,.,.,.,.
"2020","Hyundai H-1","2017",.,.,.,.,.,.
"2020","Hyundai I10","Years in total",223,43827,40719,6,209,14
"2020","Hyundai I10","2002",.,.,.,.,.,.
"2020","Hyundai I10","2003",.,.,.,.,.,.
"2020","Hyundai I10","2004",.,.,.,.,.,.
"2020","Hyundai I10","2005",.,.,.,.,.,.
"2020","Hyundai I10","2006",.,.,.,.,.,.
"2020","Hyundai I10","2007",.,.,.,.,.,.
"2020","Hyundai I10","2008",.,.,.,.,.,.
"2020","Hyundai I10","2009",.,.,.,.,.,.
"2020","Hyundai I10","2010",.,.,.,.,.,.
"2020","Hyundai I10","2011",.,.,.,.,.,.
"2020","Hyundai I10","2012",.,.,.,.,.,.
"2020","Hyundai I10","2014",.,.,.,.,.,.
"2020","Hyundai I10","2013",.,.,.,.,.,.
"2020","Hyundai I10","2015",.,.,.,.,.,.
"2020","Hyundai I10","2016",.,.,.,.,.,.
"2020","Hyundai I10","2017",137,37650,32688,6,129,8
"2020","Hyundai I20","Years in total",6298,83732,75733,10,5688,610
"2020","Hyundai I20","2002",.,.,.,.,.,.
"2020","Hyundai I20","2003",.,.,.,.,.,.
"2020","Hyundai I20","2004",.,.,.,.,.,.
"2020","Hyundai I20","2005",.,.,.,.,.,.
"2020","Hyundai I20","2006",.,.,.,.,.,.
"2020","Hyundai I20","2007",.,.,.,.,.,.
"2020","Hyundai I20","2008",.,.,.,.,.,.
"2020","Hyundai I20","2009",561,122756,120167,15,476,85
"2020","Hyundai I20","2010",967,111927,107783,14,832,135
"2020","Hyundai I20","2011",819,102267,95828,16,692,127
"2020","Hyundai I20","2012",739,94979,88531,13,646,93
"2020","Hyundai I20","2014",141,77211,74593,12,124,17
"2020","Hyundai I20","2013",756,84772,78096,14,653,103
"2020","Hyundai I20","2015",1066,63439,59308,3,1037,29
"2020","Hyundai I20","2016",172,57693,51561,4,165,7
"2020","Hyundai I20","2017",1077,40748,36736,1,1063,14
"2020","Hyundai I30","Years in total",7128,142864,130525,22,5572,1556
"2020","Hyundai I30","2002",.,.,.,.,.,.
"2020","Hyundai I30","2003",.,.,.,.,.,.
"2020","Hyundai I30","2004",.,.,.,.,.,.
"2020","Hyundai I30","2005",.,.,.,.,.,.
"2020","Hyundai I30","2006",.,.,.,.,.,.
"2020","Hyundai I30","2007",150,179196,163064,32,102,48
"2020","Hyundai I30","2008",1101,208054,201961,35,715,386
"2020","Hyundai I30","2009",790,175918,166057,28,571,219
"2020","Hyundai I30","2010",1402,162717,154451,27,1022,380
"2020","Hyundai I30","2011",812,136847,128714,19,654,158
"2020","Hyundai I30","2012",816,135958,128311,24,617,199
"2020","Hyundai I30","2014",102,105213,103191,14,88,14
"2020","Hyundai I30","2013",586,117803,112635,17,488,98
"2020","Hyundai I30","2015",609,85867,79155,6,574,35
"2020","Hyundai I30","2016",.,.,.,.,.,.
"2020","Hyundai I30","2017",663,50552,46763,2,651,12
"2020","Hyundai I40","Years in total",1512,156730,146465,27,1098,414
"2020","Hyundai I40","2002",.,.,.,.,.,.
"2020","Hyundai I40","2003",.,.,.,.,.,.
"2020","Hyundai I40","2004",.,.,.,.,.,.
"2020","Hyundai I40","2005",.,.,.,.,.,.
"2020","Hyundai I40","2006",.,.,.,.,.,.
"2020","Hyundai I40","2007",.,.,.,.,.,.
"2020","Hyundai I40","2008",.,.,.,.,.,.
"2020","Hyundai I40","2009",.,.,.,.,.,.
"2020","Hyundai I40","2010",.,.,.,.,.,.
"2020","Hyundai I40","2011",411,196614,191837,40,246,165
"2020","Hyundai I40","2012",403,169117,163286,30,281,122
"2020","Hyundai I40","2014",.,.,.,.,.,.
"2020","Hyundai I40","2013",244,146841,139193,27,179,65
"2020","Hyundai I40","2015",267,109943,99505,15,227,40
"2020","Hyundai I40","2016",.,.,.,.,.,.
"2020","Hyundai I40","2017",.,.,.,.,.,.
"2020","Hyundai IONIQ","Years in total",396,53905,49341,4,382,14
"2020","Hyundai IONIQ","2002",.,.,.,.,.,.
"2020","Hyundai IONIQ","2003",.,.,.,.,.,.
"2020","Hyundai IONIQ","2004",.,.,.,.,.,.
"2020","Hyundai IONIQ","2005",.,.,.,.,.,.
"2020","Hyundai IONIQ","2006",.,.,.,.,.,.
"2020","Hyundai IONIQ","2007",.,.,.,.,.,.
"2020","Hyundai IONIQ","2008",.,.,.,.,.,.
"2020","Hyundai IONIQ","2009",.,.,.,.,.,.
"2020","Hyundai IONIQ","2010",.,.,.,.,.,.
"2020","Hyundai IONIQ","2011",.,.,.,.,.,.
"2020","Hyundai IONIQ","2012",.,.,.,.,.,.
"2020","Hyundai IONIQ","2014",.,.,.,.,.,.
"2020","Hyundai IONIQ","2013",.,.,.,.,.,.
"2020","Hyundai IONIQ","2015",.,.,.,.,.,.
"2020","Hyundai IONIQ","2016",.,.,.,.,.,.
"2020","Hyundai IONIQ","2017",393,53836,48930,4,379,14
"2020","Hyundai IX20","Years in total",525,99653,88387,16,441,84
"2020","Hyundai IX20","2002",.,.,.,.,.,.
"2020","Hyundai IX20","2003",.,.,.,.,.,.
"2020","Hyundai IX20","2004",.,.,.,.,.,.
"2020","Hyundai IX20","2005",.,.,.,.,.,.
"2020","Hyundai IX20","2006",.,.,.,.,.,.
"2020","Hyundai IX20","2007",.,.,.,.,.,.
"2020","Hyundai IX20","2008",.,.,.,.,.,.
"2020","Hyundai IX20","2009",.,.,.,.,.,.
"2020","Hyundai IX20","2010",.,.,.,.,.,.
"2020","Hyundai IX20","2011",216,119104,101564,18,178,38
"2020","Hyundai IX20","2012",160,96727,89497,21,126,34
"2020","Hyundai IX20","2014",.,.,.,.,.,.
"2020","Hyundai IX20","2013",.,.,.,.,.,.
"2020","Hyundai IX20","2015",.,.,.,.,.,.
"2020","Hyundai IX20","2016",.,.,.,.,.,.
"2020","Hyundai IX20","2017",.,.,.,.,.,.
"2020","Hyundai IX35","Years in total",1057,149381,141615,21,838,219
"2020","Hyundai IX35","2002",.,.,.,.,.,.
"2020","Hyundai IX35","2003",.,.,.,.,.,.
"2020","Hyundai IX35","2004",.,.,.,.,.,.
"2020","Hyundai IX35","2005",.,.,.,.,.,.
"2020","Hyundai IX35","2006",.,.,.,.,.,.
"2020","Hyundai IX35","2007",.,.,.,.,.,.
"2020","Hyundai IX35","2008",.,.,.,.,.,.
"2020","Hyundai IX35","2009",.,.,.,.,.,.
"2020","Hyundai IX35","2010",246,189339,180415,19,200,46
"2020","Hyundai IX35","2011",237,172449,165727,27,173,64
"2020","Hyundai IX35","2012",235,142306,139664,23,181,54
"2020","Hyundai IX35","2014",.,.,.,.,.,.
"2020","Hyundai IX35","2013",182,123381,120290,24,139,43
"2020","Hyundai IX35","2015",118,86241,78236,6,111,7
"2020","Hyundai IX35","2016",.,.,.,.,.,.
"2020","Hyundai IX35","2017",.,.,.,.,.,.
"2020","Hyundai MATRIX","Years in total",349,169257,164113,38,216,133
"2020","Hyundai MATRIX","2002",.,.,.,.,.,.
"2020","Hyundai MATRIX","2003",.,.,.,.,.,.
"2020","Hyundai MATRIX","2004",.,.,.,.,.,.
"2020","Hyundai MATRIX","2005",166,183528,173015,40,99,67
"2020","Hyundai MATRIX","2006",102,168936,165253,42,59,43
"2020","Hyundai MATRIX","2007",.,.,.,.,.,.
"2020","Hyundai MATRIX","2008",.,.,.,.,.,.
"2020","Hyundai MATRIX","2009",.,.,.,.,.,.
"2020","Hyundai MATRIX","2010",.,.,.,.,.,.
